dhtTemp,dhthum,LDR value,rainValue,pressure,altitude,aqi value,rainStatusNum,weather_condition
34.55,83.72,,,1009.1,36.23466,126,0,Cloudy
34.57,89.92,,,1007.8,36.04796,77,0,Cloudy
34.58,84.21,,,1006.5,36.05402,94,0,Cloudy
34.61,81.81,,,1007.9,36.51823,73,0,Cloudy
34.61,69.92,,,1009.9,35.91325,101,0,Cloudy
34.6,52.24,,,1013.4,35.8754,100,0,Cloudy
34.38,56.26,,,1013.9,36.43346,115,0,Cloudy
34.58,54.94,,,1013,36.22154,127,0,Cloudy
34.59,52.22,,,1011.1,36.58585,90,0,Cloudy
34.43,64.82,,,1009.3,36.40066,98,0,Cloudy
33.1,69.39,,,1009.4,36.8003,162,0,Cloudy
33.2,63.57,,,1011.4,36.91939,141,0,Cloudy
33.18,77.15,,,1011.4,37.03141,94,0,Cloudy
33.18,67.14,,,1012.9,36.73672,97,0,Cloudy
33.16,69.91,,,1011.1,36.6908,136,0,Cloudy
33.15,66.33,,,1009.4,36.69232,167,0,Cloudy
33.14,63.61,,,1008.9,36.49401,174,0,Cloudy
33.14,72.03,,,1009.2,36.81796,151,0,Cloudy
33.15,74.93,,,1010,36.72764,121,0,Cloudy
33.1,73.55,,,1009.9,36.83058,78,0,Cloudy
32.9,76.15,,,1008.9,37.01224,79,0,Cloudy
32.89,73.11,,,1007,37.03444,94,0,Cloudy
33.05,74.87,,,1007.2,36.78769,98,0,Cloudy
31.95,76.2,,,1008.6,36.95219,100,0,Cloudy
32.33,73.83,,,1006.9,36.49603,156,0,Cloudy
32.43,76.55,,,1005.3,36.30782,160,0,Cloudy
32.4,64.99,,,1005.8,36.06512,185,0,Cloudy
32.43,74.36,,,1007,36.19782,174,0,Cloudy
32.44,77.63,,,1007.4,36.02122,79,0,Cloudy
32.46,81.54,,,1007.4,36.08126,61,0,Cloudy
32.51,78.07,,,1007.6,36.14585,83,0,Cloudy
32.55,78.02,,,1007.4,36.37291,86,0,Cloudy
32.49,75.25,,,1007.3,36.50864,72,0,Cloudy
32.53,64.41,,,1006.7,36.54699,66,0,Cloudy
32.55,53.54,,,1006.8,36.53236,64,0,Cloudy
32.53,61.87,,,1007.6,36.71957,73,0,Cloudy
32.5,62.28,,,1008.3,33.50323,76,0,Cloudy
32.56,64.51,,,1007.8,33.06135,96,0,Cloudy
31.79,67.49,,,1005.7,32.89691,137,0,Cloudy
31.78,70.72,,,1005.7,32.68405,138,0,Cloudy
31.75,64.16,,,1006.9,32.6326,188,0,Cloudy
31.77,72.16,,,1006.8,32.33752,166,0,Cloudy
31.75,74.93,,,1004.3,32.50196,162,0,Cloudy
31.76,69.8,,,1005.3,32.27801,147,0,Cloudy
31.65,73.2,,,1004,32.32946,138,0,Cloudy
31.62,74.73,,,1003.3,32.60032,194,0,Cloudy
31.48,78.37,,,1004.9,32.29869,114,0,Cloudy
31.52,74.08,,,1004.2,32.03439,77,0,Cloudy
31.39,72.45,,,1003.1,32.10198,79,0,Cloudy
31.44,69.72,,,1005,32.11863,133,0,Cloudy
31.5,71.36,,,1006.9,31.86694,131,0,Cloudy
31.43,73.51,,,1006.3,31.60266,87,0,Cloudy
31.33,72.96,,,1007.2,31.45337,96,0,Cloudy
31.39,72.96,,,1007.5,31.14119,82,0,Cloudy
31.45,71.85,,,1009.3,30.6641,76,0,Cloudy
31.55,66.67,,,1010.3,30.57635,47,0,Cloudy
31.67,69.16,,,1009.3,30.28285,55,0,Cloudy
31.65,71.89,,,1007.8,29.85371,66,0,Cloudy
31.64,72.82,,,1006.9,29.89355,109,0,Cloudy
31.82,72.23,,,1008,29.5804,103,0,Cloudy
31.76,65.32,,,1008.1,29.11902,78,0,Cloudy
31.89,69.17,,,1007.5,28.75345,70,0,Cloudy
32,72.46,,,1006.9,28.79228,110,0,Cloudy
31.97,69.29,,,1007.8,28.34404,147,0,Cloudy
32.07,71.66,,,1008.3,28.19682,177,0,Cloudy
32.14,61.26,,,1007.8,28.03245,168,0,Cloudy
32.04,73.04,,,1005.2,28.02792,163,0,Cloudy
31.89,69.24,,,1003.1,28.14589,108,0,Cloudy
31.89,72.54,,,1001.3,28.20589,82,0,Cloudy
32,69.45,,,1001.9,28.22808,60,0,Cloudy
31.99,71.72,,,1001.2,28.04002,58,0,Cloudy
30.93,72.35,,,1003.2,27.9291,62,0,Cloudy
30.98,63.09,,,1004,27.69264,63,0,Cloudy
31.24,67.03,,,1002.2,50.32745,63,0,Cloudy
31.07,63.15,,,1002.2,50.29966,87,0,Cloudy
31.05,70.62,,,1003.2,50.51692,101,0,Cloudy
31,67.4,,,1004.1,50.34968,98,0,Cloudy
31.02,67.49,,,1003.6,50.40324,77,0,Cloudy
31.47,65.4,,,1003.3,50.20568,74,0,Cloudy
31.45,68.86,,,1003.3,50.10614,65,0,Cloudy
31.55,69.67,,,1002.8,50.22033,59,0,Cloudy
31.6,71.59,,,1001.5,50.34008,59,0,Cloudy
31.54,78.76,,,998.8,50.37848,66,0,Cloudy
31.53,77.43,,,997.5,50.54067,52,0,Cloudy
31.51,80.7,,,1001.2,50.27035,47,0,Cloudy
180,76.28,,,1001.8,50.26227,48,0,Cloudy
24.82,75.31,,,1002.4,50.09857,54,0,Cloudy
24.82,72.78,,,1001.7,50.16829,54,0,Cloudy
24.82,71.61,,,1000,50.05511,47,0,Cloudy
30.85,73.24,,,1001.2,50.07027,44,0,Cloudy
31.48,72.48,,,1003.2,49.86413,45,0,Cloudy
31.63,69.03,,,1003.2,49.80199,51,0,Cloudy
31.65,71.94,,,1002,49.81816,65,0,Cloudy
31.68,80.33,,,1001.3,49.8222,70,0,Cloudy
31.7,76.21,,,999.9,49.72671,86,0,Cloudy
31.72,84.39,,,996.9,49.68932,110,0,Cloudy
31.72,81.05,,,997.4,49.92981,87,0,Cloudy
31.74,73.57,,,999.8,50.09503,103,0,Cloudy
31.76,77.13,,,1002,50.37848,88,0,Cloudy
31.8,76.39,,,1001.4,50.28349,66,0,Cloudy
31.79,76.36,,,1001.4,50.21124,66,0,Cloudy
31.82,72.6,,,1001.5,50.11928,65,0,Cloudy
31.8,76.43,,,1000,49.80452,77,0,Cloudy
31.78,80.19,,,999.2,49.79491,74,0,Cloudy
31.77,88.98,,,1000.8,48.49806,60,0,Cloudy
31.78,78.43,,,1000,48.54302,82,0,Cloudy
31.79,80.69,,,1000.1,48.29801,68,0,Cloudy
31.79,88.73,,,999.7,48.31317,53,0,Cloudy
31.8,86.5,,,998.1,48.48139,78,0,Cloudy
31.81,84.12,,,998.7,48.47179,73,0,Cloudy
31.8,81.37,,,1000,48.4627,68,0,Cloudy
31.83,81.83,,,1000.3,48.40662,65,0,Cloudy
31.84,85.59,,,1000.9,48.30256,67,0,Cloudy
31.84,83.6,,,1000.1,48.26972,67,0,Cloudy
31.85,83.3,,,998,48.10807,70,0,Cloudy
31.86,86.85,,,997.2,48.16667,66,0,Cloudy
31.88,88.86,,,998,48.06614,47,0,Cloudy
31.89,86.51,,,998.9,47.99795,36,0,Cloudy
31.89,87,,,998.7,48.06614,35,0,Cloudy
31.93,83.35,,,999.2,48.22375,35,0,Cloudy
31.93,90.71,,,1000.6,48.27831,42,0,Cloudy
31.93,89.2,,,1001,48.22931,35,0,Cloudy
31.94,88.99,,,1001,48.25002,35,0,Cloudy
32.08,78.46,,,1002.3,48.26619,38,0,Cloudy
32.11,80.09,,,1002.4,48.35106,35,0,Cloudy
32.09,94.16,,,1001.6,48.39702,48,0,Cloudy
32.06,90.13,,,1002,48.33944,48,0,Cloudy
32.08,86.47,,,1001.5,48.43643,48,0,Cloudy
32.09,82.67,,,1001.2,48.47886,54,0,Cloudy
32.11,76.43,,,1000.5,48.45007,48,0,Cloudy
33.45,73.4,,,999.2,48.3066,51,0,Cloudy
33.57,75.6,,,998.5,48.05907,43,0,Cloudy
33.58,78.29,,,998.5,48.17475,37,0,Cloudy
33.62,88.63,,,997.6,48.22527,39,0,Cloudy
33.64,92.81,,,997.7,48.20759,51,0,Cloudy
33.51,89.61,,,1000.1,48.33539,47,0,Cloudy
33.64,94.48,,,999.8,48.04948,101,0,Cloudy
34.53,94.91,,,998.4,48.12373,108,0,Cloudy
33.78,96.01,,,996.8,47.78831,52,0,Cloudy
33.85,89.13,,,998.1,47.46806,61,0,Cloudy
33.41,86.69,,,1000.7,47.29026,58,0,Cloudy
32.61,87.31,,,1003.2,47.16348,58,0,Cloudy
32.38,87.24,,,1004,47.25086,69,0,Cloudy
32.44,80.64,,,1004,47.32663,69,0,Cloudy
32.37,83.12,,,1002.9,47.40644,59,0,Cloudy
32.65,83.38,,,1002.5,47.38876,59,0,Cloudy
32.93,81.21,,,1002.1,47.49281,55,0,Cloudy
33.16,87.28,,,1001,47.33421,51,0,Cloudy
33.36,90.29,,,999.1,47.1655,39,0,Cloudy
33.47,85.55,,,997.9,47.12913,30,0,Cloudy
33.64,88.47,,,998,47.10034,38,0,Cloudy
32.41,88.42,,,1000.7,47.41502,52,0,Cloudy
32.54,88.31,,,1003.2,47.3438,53,0,Cloudy
32.54,84.07,,,1003.4,47.45341,42,0,Cloudy
32.01,86.02,,,1003.5,47.33471,44,0,Cloudy
32.15,83.45,,,1001.8,47.30693,47,0,Cloudy
32.18,84.04,,,1001.6,47.1165,50,0,Cloudy
32.23,92.66,,,1002.8,46.94174,51,0,Cloudy
32.25,91.48,,,1004.6,47.10792,43,0,Cloudy
32.26,90.63,,,1005.5,47.3534,40,0,Cloudy
32.28,81.16,,,1003.8,47.49332,41,0,Cloudy
32.3,80.68,,,1001.6,47.52565,35,0,Cloudy
32.33,83.7,,,999.6,47.41149,30,0,Cloudy
32.33,82.93,,,1000.8,47.38825,26,0,Cloudy
32.14,85.63,,,1003.6,47.55646,26,0,Cloudy
32.29,85.43,,,1003.8,47.40391,30,0,Cloudy
32.3,81.56,,,1003.1,47.38522,31,0,Cloudy
32.16,83.24,,,1002.9,47.52767,43,0,Cloudy
32.29,88.55,,,1003.3,47.77316,56,0,Cloudy
32.15,79.54,,,1002,47.7767,52,0,Cloudy
32.3,78.24,,,1001.1,47.75296,41,0,Cloudy
32.31,78.84,,,999.3,47.82519,43,0,Cloudy
32.3,85.61,,,999.6,48.0323,56,0,Cloudy
32.32,86.53,,,1001.3,48.05149,51,0,Cloudy
19.9,92.01,,,1003.9,47.83479,60,0,Cloudy
20.6,83.89,,,1005,47.84944,52,0,Cloudy
21.1,88.1,,,1004.9,47.86914,55,0,Cloudy
19.9,92.24,,,1004,47.83984,58,0,Cloudy
19.6,90.9,,,1003.5,47.82367,44,0,Cloudy
18.5,79.18,,,1004.4,47.82923,45,0,Cloudy
17.8,77.46,,,1005.1,47.70547,43,0,Cloudy
19.1,84.14,,,1005.2,47.68678,54,0,Cloudy
20,74.42,,,1005.5,47.61455,42,0,Cloudy
19,77.45,,,1005.9,47.63829,43,0,Cloudy
19.3,81.01,,,1006.2,47.8358,39,0,Cloudy
18.2,77.82,,,1004.8,47.88631,41,0,Cloudy
16.8,76.76,,,1006.9,47.90298,36,0,Cloudy
15.7,77.44,,,1007.4,48.07978,39,0,Cloudy
16.3,82.76,,,1007.5,48.23386,41,0,Cloudy
17.1,82.52,,,1007.1,48.39197,48,0,Cloudy
18.5,79.97,,,1006,48.63749,55,0,Cloudy
19.5,76.09,,,1004.5,48.86078,77,0,Cloudy
19.5,72.17,,,1003.4,49.028,93,0,Cloudy
19.6,83.05,,,1002.6,49.223,105,0,Cloudy
19,85.24,,,1002.4,49.48622,103,0,Cloudy
18.8,90.4,,,1002,49.43469,88,0,Cloudy
19.5,87.38,,,1003.6,49.368,66,0,Cloudy
20.6,82.48,,,1005,49.35638,57,0,Cloudy
21,80.4,,,1005.9,49.43873,69,0,Cloudy
22.6,74.02,,,1007.1,49.35386,69,0,Cloudy
21.6,72.69,,,1005.9,46.53817,64,0,Cloudy
20.7,74.53,,,1004.3,46.27806,70,0,Cloudy
19.3,72.27,,,1005.1,46.36898,63,0,Cloudy
20.1,82.56,,,1006.2,46.48413,62,0,Cloudy
21.3,87.46,,,1005.1,46.47858,46,0,Cloudy
21.6,90.87,,,1005.5,46.99326,41,0,Cloudy
20.3,90.16,,,1007.9,46.7993,40,0,Cloudy
19.9,93.37,,,1007.3,47.15944,39,0,Cloudy
21,83.14,,,1006.1,47.5802,58,0,Cloudy
22.4,82.74,,,1006.8,47.71709,44,0,Cloudy
22.6,76.02,,,1007.2,47.88833,50,0,Cloudy
23.2,82.61,,,1007.2,48.0323,54,0,Cloudy
21.9,79.09,,,1007.3,48.33994,61,0,Cloudy
22.3,87.55,,,1006.7,48.3748,58,0,Cloudy
23.5,87.99,,,1004.7,48.55817,53,0,Cloudy
23.2,97.23,,,1000.2,48.80824,47,0,Cloudy
23.3,88.28,,,1004.6,48.8335,44,0,Cloudy
23.4,82.4,,,1005.6,48.67841,47,0,Cloudy
24.7,79.21,,,1005.6,48.76934,41,0,Cloudy
23.7,84.71,,,1004.9,48.72791,39,0,Cloudy
23.2,78.53,,,1004.9,48.93504,36,0,Cloudy
23.6,78,,,1005.3,49.21088,42,0,Cloudy
24.5,74.94,,,1005.4,49.03962,43,0,Cloudy
25,69.61,,,1005.2,49.07599,55,0,Cloudy
26.5,78.78,,,1005.9,49.08155,50,0,Cloudy
26.8,87.18,,,1006.1,49.174,46,0,Cloudy
27.1,94.26,,,1002.7,31.20372,55,0,Cloudy
26.2,92.98,,,1001.8,30.945,52,0,Cloudy
24,78.18,,,1007,30.93592,50,0,Cloudy
22.9,78.6,,,1008.4,30.80279,37,0,Cloudy
23.9,77.04,,,1010.8,55.1811,42,0,Cloudy
24.8,85.08,,,1013.4,55.09416,49,0,Cloudy
25.3,84.47,,,1014.1,55.06484,56,0,Cloudy
25.2,77.43,,,1012.7,55.36409,61,0,Cloudy
26.6,72.59,,,1012.6,82.4099,54,0,Cloudy
28,78.13,,,1013.7,82.3952,55,0,Cloudy
26,82.32,,,1013.6,82.31461,56,0,Cloudy
27.1,82.72,,,1013.4,82.06678,57,0,Cloudy
27.2,77.2,,,1013.6,81.99026,58,0,Cloudy
26.8,74.34,,,1012.1,78.233,59,0,Cloudy
23.3,71.46,,,1011.9,78.48074,60,0,Cloudy
23,69.3,,,1012.5,77.70056,81,0,Cloudy
25.2,72.46,,,1012.5,78.25884,112,0,Cloudy
25,68.39,,,1012.4,77.24261,81,0,Cloudy
24.1,67.69,,,1012.7,77.13218,81,0,Cloudy
23.5,69.14,,,1012.4,76.41896,79,0,Cloudy
23.4,69.44,,,1011.4,75.39633,79,0,Cloudy
24.1,65.26,,,1011.7,75.35683,90,0,Cloudy
24.5,69.05,,,1012.2,74.75211,93,0,Cloudy
26.3,65.22,,,1010.7,74.41634,112,0,Cloudy
27.9,60.44,,,1009.9,74.41735,104,0,Cloudy
26.7,67.5,,,1010.4,74.36469,102,0,Cloudy
22.9,90.13,,,1011.7,74.51408,95,0,Cloudy
24.4,90.16,,,1011.5,74.55105,127,0,Cloudy
26.6,90.17,,,1011.2,74.77642,135,0,Cloudy
28.1,87.2,,,1011.4,74.8063,136,0,Cloudy
29.3,79.44,,,1011.9,74.70096,137,0,Cloudy
29.3,74.34,,,1012.5,75.13043,105,0,Cloudy
28.7,63.59,,,1012.6,75.35835,106,0,Cloudy
29.5,56.3,,,1011.5,74.54092,84,0,Cloudy
29.1,61.95,,,1011.6,74.51155,155,0,Cloudy
29.4,65.17,,,1013.1,73.80965,138,0,Cloudy
29.5,66.88,,,1014.8,73.11489,78,0,Cloudy
30,67.16,,,1015,60.88821,79,0,Cloudy
29.8,69.57,,,1013,60.93879,95,0,Cloudy
29.6,71.68,,,1013.5,60.75671,90,0,Cloudy
30.8,66.73,,,1015.1,60.36323,105,0,Cloudy
29.6,68.39,,,1014.2,59.74927,67,0,Cloudy
29.4,72.98,,,1013.8,59.12523,73,0,Cloudy
29,72.43,,,1014.6,58.26054,79,0,Cloudy
29.8,71.3,,,1014.6,57.87828,89,0,Cloudy
30.2,69.43,,,1013.4,57.4571,95,0,Cloudy
30.6,70.15,,,1012.9,57.01217,89,0,Cloudy
31.3,73.51,,,1012.1,56.51671,94,0,Cloudy
31.4,72.49,,,1012.4,55.58955,103,0,Cloudy
30.5,75.32,,,1012.6,55.32113,101,0,Cloudy
30,87.47,,,1011.2,54.69735,93,0,Cloudy
29.3,92.13,,,1011,54.34909,85,0,Cloudy
29.3,83.73,,,1013,49.87424,106,0,Cloudy
29.1,80.14,,,1014.1,49.44833,101,0,Cloudy
30.3,73.99,,,1014.4,49.09266,89,0,Cloudy
30.1,75,,,1015.5,47.04226,83,0,Cloudy
30.6,71.93,,,1016.1,57.9516,90,0,Cloudy
29.7,67.12,,,1016.9,58.08559,102,0,Cloudy
31.2,66.38,,,1017.8,58.07952,102,0,Cloudy
30.1,78.69,,,1018,58.61197,102,0,Cloudy
29.2,86.65,,,1018.1,58.26408,111,0,Cloudy
30.4,81.01,,,1018.6,58.47949,108,0,Cloudy
31.9,81.5,,,1018,58.37381,102,0,Cloudy
31.9,78.6,,,1016.1,58.39909,93,0,Cloudy
31.1,76.78,,,1014.2,58.42083,87,0,Cloudy
31.5,71.92,,,1014.2,58.59073,87,0,Cloudy
31.4,72.56,,,1014.2,59.0959,66,0,Cloudy
30.5,63.76,,,1015.1,59.29615,63,0,Cloudy
28.1,67.71,,,1015,59.29666,53,0,Cloudy
29.2,71.27,,,1015.2,63.71789,60,0,Cloudy
31.4,71.55,,,1016,62.73394,77,0,Cloudy
31.4,75.38,,,1015.3,62.15677,77,0,Cloudy
31.3,70.02,,,1013.5,61.81129,71,0,Cloudy
31.8,74.36,,,1012.1,62.7476,68,0,Cloudy
31.7,75.35,,,1011.4,62.90594,67,0,Cloudy
31.6,68.78,,,1012.7,62.73192,,0,Cloudy
28.8,74.06,,,1014.8,63.56359,102,0,Cloudy
30.1,74.85,,,1013.2,63.62228,101,0,Cloudy
30.8,65.84,,,1012.5,63.51705,98,0,Cloudy
31.1,66.12,,,1014.2,62.31762,96,0,Cloudy
29.9,74.54,,,1016.3,61.52348,98,0,Cloudy
31.2,69.73,,,1017,61.00808,160,0,Cloudy
32.2,69.5,,,1016.8,61.88058,188,0,Cloudy
29.6,73.55,,,1015.5,62.40413,73,0,Cloudy
31.8,77.78,,,1014.5,59.73157,64,0,Cloudy
31.2,75.61,,,1014.5,59.90604,71,0,Cloudy
32.7,82.13,,,1015.1,59.08781,65,0,Cloudy
32.8,75.21,,,1014.2,58.88705,65,0,Cloudy
32.9,73.3,,,1013.6,58.85267,86,0,Cloudy
32.9,68.36,,,1013.8,58.86329,151,0,Cloudy
32.5,66.63,,,1014.1,58.84357,152,0,Cloudy
32.8,66.54,,,1014.8,59.77961,49,0,Cloudy
32.8,65.76,,,1013.6,60.41228,55,0,Cloudy
31.9,66.97,,,1013.5,60.77188,90,0,Cloudy
31,66.28,,,1012.7,61.09912,78,0,Cloudy
31.2,63.17,,,1011.5,60.2019,85,0,Cloudy
29.3,70.21,,,1009.7,60.035,89,0,Cloudy
29.2,61.1,,,1010.7,60.01326,108,0,Cloudy
29,60.54,,,1011.8,60.00314,130,0,Cloudy
31.4,62.81,,,1013,59.87115,113,0,Cloudy
31.4,64.92,,,1013.8,59.61323,104,0,Cloudy
32.7,63.05,,,1014.4,59.59604,94,0,Cloudy
33.6,63.22,,,1012.7,59.68403,132,0,Cloudy
31.7,63.49,,,1011.6,60.00921,133,0,Cloudy
30.7,66.05,,,1012.1,56.55614,104,0,Cloudy
32,67.51,,,1012.4,56.41358,100,0,Cloudy
31,64.89,,,1013.3,56.08649,105,0,Cloudy
29.5,66.79,,,1012.9,55.72908,85,0,Cloudy
30.7,77.73,,,1015.4,55.4192,95,0,Cloudy
29.2,62.9,,,1014,54.13023,97,0,Cloudy
29.1,53.55,,,1011.9,54.03116,90,0,Cloudy
31.5,53.95,,,1011.4,53.80018,108,0,Cloudy
31.8,62.71,,,1011.5,53.66776,109,0,Cloudy
30.7,57.37,,,1014.8,53.34935,110,0,Cloudy
30.2,50.95,,,1016.8,49.93941,111,0,Cloudy
31.7,53.57,,,1017.8,50.33401,112,0,Cloudy
31.6,59.05,,,1018.3,50.62505,113,0,Cloudy
30.7,58.96,,,1016.9,51.11063,114,0,Cloudy
26.7,60.08,,,1018.3,51.431,123,0,Cloudy
30,55.31,,,1016,51.87164,121,0,Cloudy
29.8,64.88,,,1012.1,52.48766,116,0,Cloudy
28.3,55.27,,,1011.9,54.49314,118,0,Cloudy
28.2,62.33,,,1012.3,54.96425,122,0,Cloudy
28.9,65.6,,,1012,55.42476,109,0,Cloudy
29.5,67.2,,,1010.2,59.46253,126,0,Cloudy
29.5,65.44,,,1009.9,59.89694,142,0,Cloudy
29.2,61.5,,,1010.6,60.06939,110,0,Cloudy
29.9,61.14,,,1012.6,60.39155,104,0,Cloudy
30.5,56.06,,,1011.6,60.5807,147,0,Cloudy
29.8,53.12,,,1010.7,60.88163,91,0,Cloudy
28.8,70.95,,,1011.3,61.44104,76,0,Cloudy
29.3,64.5,,,1011.1,62.44104,89,0,Cloudy
29.2,67.94,,,1010.3,2301.18018,117,0,Cloudy
30,60.36,,,1008.7,2301.18018,82,0,Cloudy
28.3,58.6,,,1006.6,2301.18018,67,0,Cloudy
28.7,60.48,,,1007.8,62.78554,55,0,Cloudy
29.4,62.85,,,1010,63.09867,56,0,Cloudy
30.5,46.95,,,1010.2,63.45128,83,0,Cloudy
30.2,44.01,,,1012.1,63.83931,113,0,Cloudy
27.4,45.5,,,1012.3,63.94201,133,0,Cloudy
28.1,52.89,,,1011.3,64.4525,114,0,Cloudy
28.7,48.65,,,1011.1,64.70649,112,0,Cloudy
29.5,42.86,,,1011.5,65.08749,114,0,Cloudy
30.6,60.79,,,1010.4,65.01057,132,0,Cloudy
31,60.66,,,1009.5,64.99692,129,0,Cloudy
31,47.7,,,1008.7,65.12493,163,0,Cloudy
30.6,71.07,,,1008,65.27976,150,0,Cloudy
28.4,66.25,,,1008.5,65.58083,127,0,Cloudy
28.2,49.62,,,1009.1,65.24181,151,0,Cloudy
28.6,60.05,,,1010.8,65.34503,148,0,Cloudy
27.5,49.33,,,1011.7,65.69417,120,0,Cloudy
26.6,57.61,,,1009.4,65.68709,119,0,Cloudy
26.4,59.5,,,1008.7,65.91226,125,0,Cloudy
27.6,67.16,,,1006.7,66.26446,116,0,Cloudy
29,70.89,,,1007.5,66.44106,112,0,Cloudy
28.5,73.52,,,1010.5,66.79784,108,0,Cloudy
28.8,73.07,,,1012.4,66.95977,109,0,Cloudy
30.6,79.87,,,1010.5,67.10754,110,0,Cloudy
29.5,64.26,,,1008.6,67.61009,116,0,Cloudy
29.9,70.27,,,1008.3,67.68854,125,0,Cloudy
30.9,75.13,,,1007.9,68.18655,121,0,Cloudy
29.7,73.47,,,1007.7,68.39964,126,0,Cloudy
28.6,74.57,,,1008.3,68.68662,144,0,Cloudy
29.1,67.85,,,1010.1,68.78634,93,0,Cloudy
29,66.91,,,1010.5,69.09155,82,0,Cloudy
28.8,63.44,,,1009.2,69.0703,106,0,Cloudy
28.6,66.46,,,1007.6,69.08852,131,0,Cloudy
29.7,65.89,,,1006.2,68.59451,113,0,Cloudy
29.4,71.15,,,1007.6,68.18757,91,0,Cloudy
29.6,77.72,,,1009.8,68.12481,105,0,Cloudy
29.7,68.46,,,1011.1,67.83582,123,0,Cloudy
27.3,70.92,,,1011.1,67.42941,120,0,Cloudy
26.9,72.79,,,1009.6,67.312,113,0,Cloudy
27.4,69.44,,,1009.1,67.62426,105,0,Cloudy
29.3,70.84,,,1008.4,67.92033,117,0,Cloudy
29.4,72.1,,,1008.6,67.81557,107,0,Cloudy
29,66.5,,,1007.3,61.45773,139,0,Cloudy
28.9,56.97,,,1007.7,61.63476,119,0,Cloudy
28.7,65.22,,,1007.9,61.75362,119,0,Cloudy
28.8,68.41,,,1007.9,61.60188,120,0,Cloudy
29.9,77.69,,,1006.7,61.92763,119,0,Cloudy
29.3,74.05,,,1005,62.89987,122,0,Cloudy
28.1,74.77,,,1005.1,63.43003,133,0,Cloudy
29.4,74.75,,,1004.8,45.73412,120,0,Cloudy
30.1,78.2,,,1006.4,44.81752,124,0,Cloudy
30.2,72.78,,,1007.2,44.50342,122,0,Cloudy
28.5,64.97,,,1006.7,39.92932,126,0,Cloudy
28.5,72.73,,,1005.4,39.68502,,0,Cloudy
27.3,67.49,,,1006.8,39.55278,133,0,Cloudy
29.3,61.64,,,1008.5,38.63369,127,0,Cloudy
28.7,63.12,,,1008,90.27671,116,0,Cloudy
27.5,68.01,,,1005.1,90.74081,116,0,Cloudy
27,80.59,,,1005.7,90.66524,107,0,Cloudy
29.7,75.27,,,1007.2,90.86509,147,0,Cloudy
30.4,73.19,,,1007.5,90.99849,102,0,Cloudy
29.9,69.82,,,1008.7,91.41545,98,0,Cloudy
31.4,73.07,,,1007.5,91.35103,117,0,Cloudy
31,73.61,,,1006.7,80.93363,121,0,Cloudy
30.2,74.29,,,1006.3,81.1566,146,0,Cloudy
30.6,77.41,,,1004.2,81.36488,110,0,Cloudy
30.5,74.76,,,1003.6,85.81832,108,0,Cloudy
30.3,74.44,,,1005.1,86.06422,103,0,Cloudy
29.1,77.18,,,1007.6,86.27006,108,0,Cloudy
29.3,74.74,,,1006.2,86.48453,102,0,Cloudy
30.1,78.01,,,1006.6,86.4034,107,0,Cloudy
30.7,84,,,1005.5,86.4612,121,0,Cloudy
31.7,72.18,,,1007.6,86.58035,144,0,Cloudy
29.6,72.76,,,1005.6,86.39174,148,0,Cloudy
28.4,83.51,,,1004.7,86.19096,136,0,Cloudy
27.3,73.31,,,1004.8,86.63409,137,0,Cloudy
28,82.72,,,1003.1,88.21006,124,0,Cloudy
29.6,72.94,,,1003.4,88.53309,139,0,Cloudy
29.9,80.1,,,1004,88.85207,166,0,Cloudy
30.9,72.4,,,1004.3,89.33031,236,0,Cloudy
31.5,83.16,,,1004.6,89.13506,156,0,Cloudy
31.4,83.01,,,1004.8,89.72235,126,0,Cloudy
31.7,76.65,,,1003.6,89.84864,108,0,Cloudy
29.3,77.27,,,1003.3,89.80553,101,0,Cloudy
27.4,76.99,,,1003.4,89.94957,173,0,Cloudy
27.1,73.02,,,1003.6,90.02311,190,0,Cloudy
27.6,74.21,,,1001.3,,178,0,Cloudy
26.1,75.41,,,1000.9,,183,0,Cloudy
29.1,74.84,,,1001.4,,177,0,Cloudy
29,78.24,,,1003.7,,214,0,Cloudy
30.2,88.89,,,1005.8,,221,0,Cloudy
28.1,81.42,,,1004.8,,158,0,Cloudy
28.9,78.36,,,1001.8,,177,0,Cloudy
27.7,80.82,,,1001.7,,255,0,Cloudy
26.6,80.49,,,1003.8,,227,0,Cloudy
24.7,76.82,,,1004.1,,214,0,Cloudy
27.5,77.85,,,1001.2,,137,0,Cloudy
29.2,80.02,,,998.1,,198,0,Cloudy
29.6,85.09,,,995.6,,265,0,Cloudy
28.9,87.28,,,994.1,,228,0,Cloudy
29.7,86.14,,,992.9,,168,0,Cloudy
29.8,84.97,,,993.4,,107,0,Cloudy
30,74.13,,,994.7,,118,0,Cloudy
29.6,68.16,,,996.3,,146,0,Cloudy
29.5,59.44,,,997.7,,158,0,Cloudy
27.4,64.74,,,999.2,,219,0,Cloudy
25.5,74.93,,,999,,196,0,Cloudy
24.6,65.27,,,998,,191,0,Cloudy
26.7,71.26,,,999.2,,166,0,Cloudy
28.3,84.41,,,1001.6,,184,0,Cloudy
29,85.29,,,1002.1,,158,0,Cloudy
26.7,78.94,,,1001.5,,144,0,Cloudy
26.7,87.96,,,1000.9,,141,0,Cloudy
25.8,91.18,,,1000.3,,138,0,Cloudy
26,94.71,,,999,,129,0,Cloudy
25.9,90.09,,,998.8,,122,0,Cloudy
25,86.29,,,998.8,,160,0,Cloudy
