dhtTemp,dhthum,LDR value,rainValue,pressure,altitude,aqi value
29.2,62.9,,,1014,54.13023,
29.1,53.55,,,1011.9,54.03116,
31.5,53.95,,,1011.4,53.80018,
31.8,62.71,,,1011.5,53.66776,
30.7,57.37,,,1014.8,53.34935,
30.2,50.95,,,1016.8,49.93941,
31.7,53.57,,,1017.8,50.33401,
31.6,59.05,,,1018.3,50.62505,
30.7,58.96,,,1016.9,51.11063,
26.7,60.08,,,1018.3,51.431,
30,55.31,,,1016,51.87164,
29.8,64.88,,,1012.1,52.48766,
28.3,55.27,,,1011.9,54.49314,
28.2,62.33,,,1012.3,54.96425,
28.9,65.6,,,1012,55.42476,
29.5,67.2,,,1010.2,59.46253,
29.5,65.44,,,1009.9,59.89694,
29.2,61.5,,,1010.6,60.06939,
29.9,61.14,,,1012.6,60.39155,
30.5,56.06,,,1011.6,60.5807,
29.8,53.12,,,1010.7,60.88163,
28.8,70.95,,,1011.3,61.44104,
29.3,64.5,,,1011.1,62.44104,
29.2,67.94,,,1010.3,2301.18018,
30,60.36,,,1008.7,2301.18018,
28.3,58.6,,,1006.6,2301.18018,
28.7,60.48,,,1007.8,62.78554,
29.4,62.85,,,1010,63.09867,
30.5,46.95,,,1010.2,63.45128,
30.2,44.01,,,1012.1,63.83931,
27.4,45.5,,,1012.3,63.94201,
28.1,52.89,,,1011.3,64.4525,
28.7,48.65,,,1011.1,64.70649,
29.5,42.86,,,1011.5,65.08749,
30.6,60.79,,,1010.4,65.01057,
31,60.66,,,1009.5,64.99692,
31,47.7,,,1008.7,65.12493,
30.6,71.07,,,1008,65.27976,
28.4,66.25,,,1008.5,65.58083,
28.2,49.62,,,1009.1,65.24181,
28.6,60.05,,,1010.8,65.34503,
27.5,49.33,,,1011.7,65.69417,
26.6,57.61,,,1009.4,65.68709,
26.4,59.5,,,1008.7,65.91226,
27.6,67.16,,,1006.7,66.26446,
29,70.89,,,1007.5,66.44106,
28.5,73.52,,,1010.5,66.79784,
28.8,73.07,,,1012.4,66.95977,
30.6,79.87,,,1010.5,67.10754,
29.5,64.26,,,1008.6,67.61009,
29.9,70.27,,,1008.3,67.68854,
30.9,75.13,,,1007.9,68.18655,
29.7,73.47,,,1007.7,68.39964,
28.6,74.57,,,1008.3,68.68662,
29.1,67.85,,,1010.1,68.78634,
29,66.91,,,1010.5,69.09155,
28.8,63.44,,,1009.2,69.0703,
28.6,66.46,,,1007.6,69.08852,
29.7,65.89,,,1006.2,68.59451,
29.4,71.15,,,1007.6,68.18757,
29.6,77.72,,,1009.8,68.12481,
29.7,68.46,,,1011.1,67.83582,
27.3,70.92,,,1011.1,67.42941,
26.9,72.79,,,1009.6,67.312,
27.4,69.44,,,1009.1,67.62426,
29.3,70.84,,,1008.4,67.92033,
29.4,72.1,,,1008.6,67.81557,
29,66.5,,,1007.3,61.45773,
28.9,56.97,,,1007.7,61.63476,
28.7,65.22,,,1007.9,61.75362,
28.8,68.41,,,1007.9,61.60188,
29.9,77.69,,,1006.7,61.92763,
29.3,74.05,,,1005,62.89987,
28.1,74.77,,,1005.1,63.43003,
29.4,74.75,,,1004.8,45.73412,
30.1,78.2,,,1006.4,44.81752,
30.2,72.78,,,1007.2,44.50342,
28.5,64.97,,,1006.7,39.92932,
28.5,72.73,,,1005.4,39.68502,
27.3,67.49,,,1006.8,39.55278,
29.3,61.64,,,1008.5,38.63369,
28.7,63.12,,,1008,90.27671,
27.5,68.01,,,1005.1,90.74081,
27,80.59,,,1005.7,90.66524,
29.7,75.27,,,1007.2,90.86509,
30.4,73.19,,,1007.5,90.99849,
29.9,69.82,,,1008.7,91.41545,
31.4,73.07,,,1007.5,91.35103,
31,73.61,,,1006.7,80.93363,
30.2,74.29,,,1006.3,81.1566,
30.6,77.41,,,1004.2,81.36488,
30.5,74.76,,,1003.6,85.81832,
30.3,74.44,,,1005.1,86.06422,
29.1,77.18,,,1007.6,86.27006,
29.3,74.74,,,1006.2,86.48453,
30.1,78.01,,,1006.6,86.4034,
30.7,84,,,1005.5,86.4612,
31.7,72.18,,,1007.6,86.58035,
29.6,72.76,,,1005.6,86.39174,
28.4,83.51,,,1004.7,86.19096,
27.3,73.31,,,1004.8,86.63409,
28,82.72,,,1003.1,88.21006,
29.6,72.94,,,1003.4,88.53309,
29.9,80.1,,,1004,88.85207,
30.9,72.4,,,1004.3,89.33031,
31.5,83.16,,,1004.6,89.13506,
31.4,83.01,,,1004.8,89.72235,
31.7,76.65,,,1003.6,89.84864,
29.3,77.27,,,1003.3,89.80553,
27.4,76.99,,,1003.4,89.94957,
27.1,73.02,,,1003.6,90.02311,
27.6,74.21,,,1001.3,,
26.1,75.41,,,1000.9,,
29.1,74.84,,,1001.4,,
29,78.24,,,1003.7,,
30.2,88.89,,,1005.8,,
28.1,81.42,,,1004.8,,
28.9,78.36,,,1001.8,,
27.7,80.82,,,1001.7,,
26.6,80.49,,,1003.8,,
24.7,76.82,,,1004.1,,
27.5,77.85,,,1001.2,,
29.2,80.02,,,998.1,,
29.6,85.09,,,995.6,,
28.9,87.28,,,994.1,,
29.7,86.14,,,992.9,,
29.8,84.97,,,993.4,,
30,74.13,,,994.7,,
29.6,68.16,,,996.3,,
29.5,59.44,,,997.7,,
27.4,64.74,,,999.2,,
25.5,74.93,,,999,,
24.6,65.27,,,998,,
26.7,71.26,,,999.2,,
28.3,84.41,,,1001.6,,
29,85.29,,,1002.1,,
26.7,78.94,,,1001.5,,
26.7,87.96,,,1000.9,,
25.8,91.18,,,1000.3,,
26,94.71,,,999,,
25.9,90.09,,,998.8,,
25,86.29,,,998.8,,
23.6,84.87,,,1002.8,,
24.3,80.25,,,1002.7,,
24.7,78.41,,,1002.2,,
25.1,76.87,,,1001.9,,
26.4,79.13,,,1000.9,,
27.3,89.11,,,1000.1,,
26.6,87.82,,,1000,,
25.5,91.92,,,1000.1,,
25.6,83.48,,,998.9,,
25.6,80.53,,,997.8,,
25.2,84.32,,,997.3,,
24.7,88.61,,,998.5,,
25.1,88.25,,,998.7,,
25.2,84.21,,,997.6,,
25,85.44,,,996.6,,
22,85.13,,,997.2,,
22,87.85,,,996.4,,
22.6,87.58,,,995.4,,
25.1,86.69,,,995.1,,
26.4,90.78,,,997.4,,
25.7,84.19,,,997.9,,
23.8,77.51,,,997,,
21,81.3,,,995.2,,
20.1,93.45,,,993.6,,
19.9,94.23,,,995.6,,
20.3,92.8,,,999.2,,
20.2,88.91,,,1000.9,,
20.6,89.87,,,1000.6,,
19.9,94.33,,,1000.7,,
20.2,92.5,,,999.8,,
19.6,91.33,,,999.8,,
20,90.97,,,999.3,,
20.5,88.89,,,998.6,,
20.7,90.7,,,998.5,,
20.5,94.17,,,999.6,,
19.9,90.01,,,1001.1,,
20.1,87.19,,,1000.3,,
21.3,83.65,,,999.9,,
21.9,90.66,,,999.6,,
20.3,91.58,,,997.8,,
22,91.01,,,997.5,,
23.1,86.55,,,1000.3,,
23.4,85.04,,,1002.3,,
,79.41,,,1001.3,,
,81.24,,,999,,
,,,,997.3,,
